Well_ID,"X, m","Y, m","Depth, m","Porosity, fraction","Permeability, mD","Acoustic Impedance, kg/s-m^2",Rock facies,"Density, g/cm3","Compressible velocity, m/s","Youngs modulus, GPa","Shear velocity, m/s","Shear modulus, GPa"
Well_no_22,3425,5125,3055.56,0.07102,58.13691884,7724340.28,Sandy shale,2.903163145,,17.19657517,1651.232185,6.269487576
Well_no_22,3425,5125,3056.06,0.07091,,7616202.016,Sandy shale,2.780126208,2888.110064,19.09088057,1733.709803,7.436124221
Well_no_23,7475,8625,3055.91,0.14172,98.40887822,7103243.695,Sandstone,2.230526653,3558.961952,22.3220397,1477.322596,6.289836343
Well_no_23,7475,8625,3056.41,0.14023,,7384045.304,Sandstone,2.455798957,3079.417328,26.03779695,,8.174487592
Well_no_23,7475,8625,3056.91,0.14478,,7300035.22,Sandstone,2.329050974,3058.965777,24.9319645,1607.964702,
Well_no_23,7475,8625,3057.41,0.15393,,7122710.421,Sandstone,2.159657072,3481.06976,23.33586756,1536.227406,6.179029575
Well_no_23,7475,8625,3057.91,0.15474,164.0836572,7332535.977,Sandstone,,,33.66743007,1755.97315,5.22069087
Well_no_23,7475,8625,3058.41,0.06169,,7919556.013,Shale,1.765000623,4128.916857,34.8757523,1671.197131,
Well_no_23,7475,8625,3058.91,0.13749,,7131684.056,Shaly sandstone,,4133.648069,29.15883927,,5.679831031
Well_no_23,7475,8625,3059.41,0.14121,,7189076.992,Shaly sandstone,,3531.646148,21.55347578,1691.375824,5.74669514
Well_no_23,7475,8625,3059.91,,,7378936.798,Shaly sandstone,1.541420745,4259.696983,36.30116621,1735.899081,4.93790035
Well_no_23,7475,8625,3060.41,0.15091,,7404436.245,Shaly sandstone,2.138107892,3657.717635,27.69350721,1574.780901,
Well_no_23,7475,8625,3060.91,0.15038,87.01107325,6945584.329,Sandstone,1.789433954,3731.43067,,1586.249297,5.827062509
Well_no_23,7475,8625,3061.41,0.15393,85.68055385,7028278.028,Sandstone,1.878367135,3653.127034,28.46912884,1743.972938,5.915684948
Well_no_23,7475,8625,3061.91,,,7086841.528,Sandstone,1.770258985,4309.640312,28.43301843,1617.17195,5.46582288
Well_no_23,7475,8625,3062.41,,,7271941.461,Sandstone,1.988778425,3706.05328,25.07905153,,
Well_no_23,7475,8625,3062.91,0.15052,,7337315.124,Sandstone,1.724693934,4407.968009,,1525.195135,3.39492906
Well_no_23,7475,8625,3063.41,0.15347,,7120856.668,Sandstone,2.358173839,3119.676701,23.9928642,,7.354914435
Well_no_23,7475,8625,3063.91,0.15475,170.9880318,7155910.327,Sandstone,2.279742894,3298.793872,25.66555615,1656.865866,
Well_no_23,7475,8625,3064.41,,,7347188.647,Sandstone,2.287123897,,23.77016054,1660.006567,7.153273001
Well_no_23,7475,8625,3064.91,0.05438,34.95764415,7915869.655,Shale,1.890540883,3824.462157,32.99553983,1791.738232,2.988971381
Well_no_23,7475,8625,3065.41,0.05151,,8249272.375,Shale,1.444518694,,48.1232917,1659.905938,5.305735357
Well_no_24,4525,7625,3050.15,0.15857,,7092150.353,Sandstone,1.737078765,3869.97688,28.44753182,1696.02611,4.344850775
Well_no_24,4525,7625,3050.65,0.1657,169.4828455,6832412.855,Sandstone,2.187251128,3090.411869,20.13969053,1546.50297,5.508798824
Well_no_24,4525,7625,3051.15,,,7215077.329,Sandstone,2.292170775,2971.554317,23.11609513,1658.085971,6.313756743
Well_no_24,4525,7625,3051.65,0.17101,,7269394.73,Sandstone,,4083.74529,28.25275519,1571.711713,6.189962404
Well_no_24,4525,7625,3052.15,,,6975622.496,Sandstone,,2934.761395,27.03222003,1734.687912,5.291436347
Well_no_24,4525,7625,3052.65,,265.0865221,7281010.059,Sandstone,2.205035077,,,1746.298547,8.468004527
Well_no_24,4525,7625,3053.15,0.17479,,7114848.799,Sandstone,2.061274488,3351.372566,24.80953843,1732.844816,4.85281975
Well_no_24,4525,7625,3053.65,0.0704,,7865890.526,Sandy shale,3.255841719,2470.771054,18.11962832,1851.957747,8.8295141
Well_no_24,4525,7625,3054.15,0.13458,76.76515123,7138237.624,Shaly sandstone,2.138033668,3350.055017,20.07461156,1714.182155,8.247214484
Well_no_24,4525,7625,3054.65,0.12977,90.15132949,7219513.168,Shaly sandstone,1.665304681,3682.847095,30.47591708,1639.329603,4.374854397
Well_no_24,4525,7625,3055.15,0.1342,90.83570689,7295763.451,Sandstone,2.286658024,3474.870786,22.51083704,1729.564872,5.356564617
Well_no_24,4525,7625,3055.65,0.14365,,7195236.208,Sandstone,1.866789931,3344.839741,,,6.392271828
Well_no_24,4525,7625,3056.15,0.14719,,,Sandstone,2.043508672,3166.109952,28.8439953,1586.172172,5.334317433
Well_no_24,4525,7625,3056.65,0.06808,,7718277.626,Sandy shale,2.678837675,3149.305997,22.85566224,1801.766061,
Well_no_24,4525,7625,3057.15,0.0712,,7573296.377,Sandy shale,2.915072054,3241.573172,19.07561309,1685.921781,6.674472271
Well_no_24,4525,7625,3057.65,0.11509,54.27006566,7842050.529,Shaly sandstone,1.827768154,3759.291592,32.89106868,1631.676515,6.28114495
Well_no_24,4525,7625,3058.15,0.11792,,7494441.104,Shaly sandstone,2.268978866,3267.376679,20.67274333,1579.87416,5.009146355
Well_no_24,4525,7625,3058.65,,84.63206691,7376973.615,Shaly sandstone,1.634083717,4076.93642,29.69099699,1872.493389,5.697390188
Well_no_24,4525,7625,3059.15,0.07269,,7282413.246,Sandy shale,2.712007747,2889.945154,18.29694295,1777.289766,
Well_no_24,4525,7625,3059.65,,,7536288.829,Sandy shale,2.98187284,2643.042548,15.36254395,,8.740544629
Well_no_25,3025,1375,3054.04,0.15808,,7251552.554,Sandstone,1.804265887,4211.169083,26.47251064,1637.170847,4.820274813
Well_no_25,3025,1375,3054.54,,,7859357.246,Shale,1.980280486,4019.806554,31.39148726,1701.668553,9.072461995
Well_no_25,3025,1375,3055.04,0.05673,,7625008.917,Shale,1.955073841,,31.50770142,1507.055081,6.502772699
Well_no_25,3025,1375,3055.54,0.11049,,7266201.928,Shaly sandstone,,4041.929878,30.47813584,1661.039591,6.461896157
Well_no_25,3025,1375,3056.04,,,7266666.106,Shaly sandstone,2.199299742,3251.185262,25.59775613,1753.558687,6.244669717
Well_no_25,3025,1375,3056.54,0.13314,57.42176697,7412531.695,Shaly sandstone,2.081987566,3355.976032,28.38345871,1570.69864,4.286562163
Well_no_25,3025,1375,3057.04,0.06261,,8003284.259,Shale,1.895166167,4231.673643,32.99909692,1486.385551,6.551497943
Well_no_25,3025,1375,3057.54,0.11987,,,Shaly sandstone,1.980391076,3664.83601,31.93129956,1564.893871,4.962061439
Well_no_25,3025,1375,3058.04,0.12542,,7452464.253,Shaly sandstone,1.730025642,4652.701332,,1628.012378,3.991571236
Well_no_25,3025,1375,3058.54,0.12176,59.2686733,7366127.74,Shaly sandstone,,4081.284989,,1761.124972,4.757833038
Well_no_25,3025,1375,3059.04,0.13546,,,Shaly sandstone,1.775649584,3781.401023,30.85464413,1654.929015,3.981451558
Well_no_25,3025,1375,3059.54,0.13316,,7145909.52,Shaly sandstone,1.600909989,4446.580122,34.73827958,1792.220085,5.734060723
Well_no_25,3025,1375,3060.04,0.1385,,7310150.57,,2.203209982,,,1792.284277,5.431043229
Well_no_25,3025,1375,3060.54,0.05546,,7833695.093,Shale,1.595333441,4679.018551,40.92698699,1658.342483,
Well_no_25,3025,1375,3061.04,0.12375,,7448981.48,Shaly sandstone,1.6871181,4792.182949,29.99701588,1850.227595,5.523984491
Well_no_25,3025,1375,3061.54,0.1247,,7183224.406,Shaly sandstone,,3676.795267,27.00686554,1818.20879,5.699931715
Well_no_25,3025,1375,3062.04,0.12829,,7101928.665,Shaly sandstone,1.590811502,4692.740427,32.03382996,1563.257631,4.298181151
Well_no_25,3025,1375,3062.54,0.13251,96.41722258,7495783.444,Shaly sandstone,1.856249471,4440.47059,27.37630214,1676.145936,3.382724979
Well_no_25,3025,1375,3063.04,0.13769,,7738001.854,Shaly sandstone,1.735067027,,35.66152278,1802.838881,4.446797827
Well_no_25,3025,1375,3063.54,0.14602,,7110734.118,Shaly sandstone,2.11095169,3635.293443,29.4966513,1631.84067,6.026520831
Well_no_26,6625,5725,3047.89,0.14888,,7262622.228,Sandstone,1.840769946,3759.229279,,1823.578104,3.173451063
Well_no_26,6625,5725,3048.39,,,7047711.944,Sandstone,1.942015866,3507.468233,29.9417926,1548.243,3.514074448
Well_no_26,6625,5725,3048.89,,,7016247.679,Sandstone,1.692161162,3746.085892,26.73451654,1689.086298,6.285424413
Well_no_26,6625,5725,3049.39,0.1618,,7322397.622,Sandstone,2.430606746,3143.91505,,1660.490501,6.890367466
Well_no_26,6625,5725,3049.89,,,7124252.923,Sandstone,,3368.663428,29.36039185,1653.722439,
Well_no_26,6625,5725,3050.39,,273.4876221,7017507.195,Sandstone,2.433458405,,21.39946652,1681.039003,7.109394356
Well_no_26,6625,5725,3050.89,0.07,,7711471.821,Sandy shale,2.833512491,2577.2898,,1669.670744,6.838795548
Well_no_26,6625,5725,3051.39,0.10772,,7682171.766,Shaly sandstone,1.540879146,5305.271995,39.65833802,1678.366785,3.526506524
Well_no_26,6625,5725,3051.89,,35.75620955,7842369.931,Sandy shale,2.786590476,3508.183473,23.57984072,1743.838851,9.031571985
Well_no_26,6625,5725,3052.39,0.07234,,7878578.21,Sandy shale,3.294335689,2367.676804,20.23889736,1608.525621,9.736925032
Well_no_26,6625,5725,3052.89,0.14119,,7361477.958,Sandstone,1.66041823,,33.01671341,1641.870299,
Well_no_26,6625,5725,3053.39,0.14401,,7261059.821,Sandstone,1.828288557,3900.862245,28.03229982,1575.983423,6.431730374
Well_no_26,6625,5725,3053.89,0.14809,,7160289.147,Sandstone,2.096027049,3285.374211,23.67517336,1714.695186,6.262627462
Well_no_26,6625,5725,3054.39,0.14802,103.4900737,7227369.838,,1.974366927,3419.288354,28.81417115,1743.265033,6.809785902
Well_no_26,6625,5725,3054.89,0.15075,,6967474.005,Sandstone,,4439.576305,27.16241176,1640.177694,
Well_no_26,6625,5725,3055.39,0.14928,137.1600343,6904969.496,Sandstone,1.708943427,4533.541439,27.00797246,1601.320942,
Well_no_26,6625,5725,3055.89,0.14794,,7286779.983,,1.651629798,4318.36563,28.72392295,1660.284321,
Well_no_26,6625,5725,3056.39,0.1536,,7351200.598,Sandstone,2.2989387,2861.035891,26.91420025,,
Well_no_26,6625,5725,3056.89,0.16243,,7127220.937,Sandstone,2.169216386,3007.572403,,1724.450756,5.223406055
Well_no_26,6625,5725,3057.39,,,7054924.839,Sandstone,1.616706545,4216.518846,32.72954719,,3.922691121
Well_no_27,2425,4775,3049.25,0.11557,,7231949.577,Shaly sandstone,2.082738136,3101.234746,25.07950661,1755.342023,6.675743266
Well_no_27,2425,4775,3049.75,0.05106,,7641312.965,Shale,,4187.296582,30.49809019,1870.972387,4.244673762
Well_no_27,2425,4775,3050.25,0.05341,,8053013.687,Shale,1.747678835,4210.244886,40.97882017,1763.376635,4.18481206
Well_no_27,2425,4775,3050.75,0.11698,,7168586.486,Shaly sandstone,1.671859242,3982.074552,33.43893566,1721.716549,5.862005083
Well_no_27,2425,4775,3051.25,0.12089,39.15377077,7588703.417,Shaly sandstone,1.886368811,,27.79303533,1773.329608,4.030683606
Well_no_27,2425,4775,3051.75,0.12406,,7536146.978,Shaly sandstone,2.139703161,3467.460388,27.1545081,,6.000240856
Well_no_27,2425,4775,3052.25,0.12671,43.64078975,7303865.305,,1.50725628,,35.87426177,1594.960455,4.724529768
Well_no_27,2425,4775,3052.75,0.13023,,7184167.916,Shaly sandstone,1.651575397,3912.642459,30.57211405,1638.048945,2.659442645
Well_no_27,2425,4775,3053.25,0.14038,,7078470.442,Shaly sandstone,1.664545392,4011.037971,32.24889071,1659.4158,4.674412418
Well_no_27,2425,4775,3053.75,0.14453,,7327728.911,Shaly sandstone,1.819983399,,29.63771504,1565.278668,4.769230774
Well_no_27,2425,4775,3054.25,0.05834,,7878356.946,Shale,1.507745972,5289.387513,,1638.584551,3.66125832
Well_no_27,2425,4775,3054.75,0.0573,,7790423.418,Shale,,4290.612501,36.16110766,1716.885621,5.010515479
Well_no_27,2425,4775,3055.25,0.10752,53.51130287,7193221.746,Shaly sandstone,1.696012887,4013.134372,31.27364593,1753.332741,5.289188423
Well_no_27,2425,4775,3055.75,0.11188,,7564290.798,Shaly sandstone,,3669.334915,23.44873868,1719.395392,6.164629313
Well_no_27,2425,4775,3056.25,0.12042,,7190866.339,Shaly sandstone,,3439.939947,23.95613362,1595.462997,6.08376767
Well_no_27,2425,4775,3056.75,0.06455,,7928287.323,Shale,1.476795226,5416.122279,44.33568098,1549.189329,5.181753946
Well_no_27,2425,4775,3057.25,0.1294,,7560980.469,Shaly sandstone,2.193430378,2781.58785,26.21857431,1618.800795,4.518855248
Well_no_27,2425,4775,3057.75,0.12555,,7254798.134,Shaly sandstone,1.862425974,4382.758442,27.51412841,1680.024594,5.642378852
Well_no_27,2425,4775,3058.25,0.13329,,7530730.746,Shaly sandstone,1.611252911,4771.25942,38.3854194,1795.012837,2.723697469
Well_no_27,2425,4775,3058.75,0.13712,55.53916211,7264512.227,Shaly sandstone,2.030774592,3607.362023,25.76992377,,6.957079992
Well_no_28,3875,6675,3047.59,0.14159,,7285738.526,Sandstone,2.432921127,2406.365824,19.05507742,,6.224814131
Well_no_28,3875,6675,3048.09,,,7191328.72,Sandstone,2.42146277,2783.843734,25.34037321,1584.076955,5.267656533
Well_no_28,3875,6675,3048.59,,177.3697834,7009591.498,Sandstone,2.088291738,3483.858893,21.84596395,1684.995693,
Well_no_28,3875,6675,3049.09,0.15455,,7117747.581,Sandstone,1.928668758,4321.072261,25.7874492,1701.613812,6.401876713
Well_no_28,3875,6675,3049.59,0.15703,,7184080.332,,1.546453744,4453.665801,36.96032028,1820.77555,
Well_no_28,3875,6675,3050.09,0.06427,20.76538177,7835043.997,Sandy shale,2.566928294,,23.83746842,,6.157517775
Well_no_28,3875,6675,3050.59,0.13719,,7183931.393,Shaly sandstone,1.634244576,4311.880304,29.58699887,,2.512936577
Well_no_28,3875,6675,3051.09,0.14075,,7202836.162,Shaly sandstone,2.259480355,3027.803105,18.28747475,1541.271548,6.461562123
Well_no_28,3875,6675,3051.59,0.14609,,7306081.304,Sandstone,1.656827574,4682.998976,32.17411691,,4.134626808
Well_no_28,3875,6675,3052.09,0.15134,,,,2.167999689,2586.220828,19.07916247,1765.41102,4.983022429
Well_no_28,3875,6675,3052.59,0.15325,,7215664.326,,2.136222304,3658.273503,26.56986825,1648.396502,4.876112333
Well_no_28,3875,6675,3053.09,0.14859,,6993905.18,Sandstone,1.974855927,3284.623957,25.26695616,1663.363853,4.705962364
Well_no_28,3875,6675,3053.59,0.15063,,7266154.9,Sandstone,,3162.381312,24.82466666,1707.727537,7.511195566
Well_no_28,3875,6675,3054.09,0.15569,,7250532.187,Sandstone,2.170947441,3482.419078,24.09682679,1683.782223,5.428482428
Well_no_28,3875,6675,3054.59,0.16759,,6958366.257,Sandstone,1.612128484,3985.514246,28.05224693,1747.132481,4.482975178
Well_no_28,3875,6675,3055.09,0.0657,,8011037.669,Sandy shale,3.094645976,2505.178118,23.34291141,1687.441482,10.21133916
Well_no_28,3875,6675,3055.59,,,7457201.853,,2.314067462,3535.791812,25.63497685,1719.047884,6.668192933
Well_no_28,3875,6675,3056.09,0.1238,,7040054.036,Shaly sandstone,,3472.60552,22.86032113,,
Well_no_28,3875,6675,3056.59,0.13062,,7182168.244,Shaly sandstone,2.263252462,2919.896962,21.76058463,1612.177523,4.704206943
Well_no_28,3875,6675,3057.09,0.1334,,7091338.682,Shaly sandstone,,3913.732479,31.21901465,1522.759396,5.706351764
Well_no_29,1425,1825,3056.4,,,7128532.921,Shaly sandstone,1.846746662,3864.533511,30.37681463,1627.015141,
Well_no_29,1425,1825,3056.9,0.14188,,6949172.339,Shaly sandstone,2.177517233,3350.375453,21.64156595,1765.67423,6.9571234
Well_no_29,1425,1825,3057.4,0.14227,101.4611361,7462644.834,Shaly sandstone,1.860297895,4446.213598,33.57417722,1670.832674,4.626717127
Well_no_29,1425,1825,3057.9,0.14219,,7186307.056,Sandstone,1.614914477,4222.122679,32.97638792,1653.292385,5.735058173
Well_no_29,1425,1825,3058.4,0.14618,145.0255056,7396851.194,Sandstone,2.206364789,3255.412039,20.99912079,1564.606763,8.107823957
Well_no_29,1425,1825,3058.9,0.14159,,,Sandstone,2.078796762,3890.225774,21.57770496,1785.533393,6.495064586
Well_no_29,1425,1825,3059.4,0.14946,137.4588182,7174373.603,Sandstone,2.168778317,3471.718865,26.89259428,1706.994567,4.328471246
Well_no_29,1425,1825,3059.9,0.14994,,7239873.038,Sandstone,1.797090637,4342.811436,28.99043154,1535.497637,5.81554802
Well_no_29,1425,1825,3060.4,,,7103210.799,Sandstone,1.627328114,3979.580385,30.94794724,,4.505520461
Well_no_29,1425,1825,3060.9,0.15728,197.5713683,7040537.633,Sandstone,2.044152066,4178.639745,25.42727981,1619.146798,6.276202761
Well_no_29,1425,1825,3061.4,,,6935878.077,Sandstone,1.68110671,,28.94478666,1727.770755,5.219184844
Well_no_29,1425,1825,3061.9,,,7878512.331,Shale,1.982579031,,29.96479882,1692.534099,5.68177033
Well_no_29,1425,1825,3062.4,0.04564,,7980257.64,Shale,1.997777261,4574.305196,33.86172326,1689.133556,6.603208626
Well_no_29,1425,1825,3062.9,0.09904,,7574536.234,Shaly sandstone,,4588.681101,34.01836246,1582.691306,5.414712575
Well_no_29,1425,1825,3063.4,0.10953,,7375819.307,Shaly sandstone,,4550.040423,35.55496444,1657.010237,3.424298471
Well_no_29,1425,1825,3063.9,0.11279,,7464131.282,Shaly sandstone,1.826146071,4420.672061,34.08424454,1665.83577,5.46691979
Well_no_29,1425,1825,3064.4,0.05608,,7983696.442,Shale,1.427460942,6179.653016,40.75903991,1658.485451,3.813167234
Well_no_29,1425,1825,3064.9,0.05446,,7699745.426,Shale,1.526905299,5434.50977,35.73473038,1539.364637,4.595829042
Well_no_29,1425,1825,3065.4,0.1342,,7106578.483,,,3555.754125,23.91809495,1552.491499,4.616820415
Well_no_29,1425,1825,3065.9,0.12999,,7111615.231,Shaly sandstone,2.038695138,3666.313582,23.3388586,1560.935021,5.285990309
Well_no_30,5075,6875,3048.04,,120.9801842,6916195.132,Sandstone,1.72275455,3875.243538,26.2034149,1642.98093,4.71260187
Well_no_30,5075,6875,3048.54,0.15513,,,Sandstone,2.163071656,3253.161781,,1716.006034,3.807743567
Well_no_30,5075,6875,3049.04,,,7212157.096,Sandstone,2.287258207,2601.624819,24.62560358,1648.97267,
Well_no_30,5075,6875,3049.54,0.16415,250.0748876,6922761.409,Sandstone,,3499.231622,17.13087367,1636.733632,4.733558347
Well_no_30,5075,6875,3050.04,0.16582,,7120412.339,Sandstone,1.959727054,2972.534534,28.09042533,1576.816878,6.319961399
Well_no_30,5075,6875,3050.54,0.16228,,6761099.111,Sandstone,1.682336687,4180.978407,25.40584675,1674.685062,4.877594096
Well_no_30,5075,6875,3051.04,,266.2955475,6631638.798,Sandstone,2.187088674,3526.53428,,1705.761946,5.6668602
Well_no_30,5075,6875,3051.54,0.17313,,,Sandstone,,3845.367625,,1645.787537,6.492803005
Well_no_30,5075,6875,3052.04,0.17212,,6870542.61,Sandstone,1.537913766,4672.633021,32.83682831,1713.769416,4.207753472
Well_no_30,5075,6875,3052.54,0.17509,,6911135.061,Sandstone,2.084715531,2751.852799,22.93451271,1799.357467,5.346971937
Well_no_30,5075,6875,3053.04,0.17931,,7022185.073,Sandstone,1.745381002,,25.80891712,1713.701382,6.302609247
Well_no_30,5075,6875,3053.54,0.17962,224.4586366,6987309.53,Sandstone,,4075.395622,28.7178798,1634.087014,5.66384873
Well_no_30,5075,6875,3054.04,0.18112,,6971655.622,Sandstone,,2860.525167,20.66356069,1514.129144,6.025274352
Well_no_30,5075,6875,3054.54,0.06913,,7724602.819,Sandy shale,2.90445803,2456.712721,21.10553117,1559.398613,7.519882195
Well_no_30,5075,6875,3055.04,0.06964,,7743790.895,Sandy shale,3.501405129,1727.78006,13.48230972,1627.079971,8.777009933
Well_no_30,5075,6875,3055.54,0.10829,30.97517087,7338830.193,Shaly sandstone,1.699914976,3797.347062,29.80627905,,4.504284194
Well_no_30,5075,6875,3056.04,0.07593,,7561834.325,Sandy shale,2.581791934,,19.34275545,1641.807563,7.683220346
Well_no_30,5075,6875,3056.54,0.07259,,7763584.408,Sandy shale,3.333635052,,,1908.717317,10.15184331
Well_no_30,5075,6875,3057.04,0.12257,,7432487.241,Shaly sandstone,2.104854324,3656.586276,23.78428651,1663.10186,6.984822101
Well_no_30,5075,6875,3057.54,0.12659,,7308552.089,Shaly sandstone,2.119886387,3093.690902,25.22508062,1678.523406,5.535324695
Well_no_31,3175,3825,3048.44,,,,Sandstone,,2743.524983,25.21478271,1785.978264,5.235176784
Well_no_31,3175,3825,3048.94,0.15914,238.3498389,7147598.765,Sandstone,2.42815872,2524.973166,24.7348539,1979.177689,
Well_no_31,3175,3825,3049.44,0.16481,,6850200.313,Sandstone,1.781007096,,25.73721107,1728.640778,4.97872924
Well_no_31,3175,3825,3049.94,0.16854,,6940702.633,Sandstone,2.071420691,3225.113713,23.90397123,1663.743049,5.658815687
Well_no_31,3175,3825,3050.44,0.17149,,7026076.482,Sandstone,1.56049643,4514.757567,30.4087231,1670.601386,4.131703867
Well_no_31,3175,3825,3050.94,0.16295,,7150054.469,Sandstone,1.746332845,4157.007285,28.85647861,1941.83739,4.162612421
Well_no_31,3175,3825,3051.44,0.07198,38.17516163,7613606.152,Shale,1.859178648,4249.685219,32.8779667,,5.963758288
Well_no_31,3175,3825,3051.94,0.06295,,7778455.085,Shale,1.667823088,4324.631707,35.77090795,1616.598043,4.468052271
Well_no_31,3175,3825,3052.44,0.06674,,7807141.477,Shale,1.634556653,4585.270138,38.45640638,1803.82072,4.527872255
Well_no_31,3175,3825,3052.94,0.12522,51.54680149,,Shaly sandstone,2.146959943,3121.014757,24.21242279,1576.823782,7.387818662
Well_no_31,3175,3825,3053.44,0.12965,,7348379.005,Shaly sandstone,2.125959433,2977.825231,24.21277758,1774.860648,5.9630901
Well_no_31,3175,3825,3053.94,0.12963,,6951686.89,Shaly sandstone,,3625.218678,24.41322751,1558.745856,6.554294437
Well_no_31,3175,3825,3054.44,0.13495,,7453950.419,Shaly sandstone,1.868457627,4154.384041,32.29523395,1523.33806,5.586543878
Well_no_31,3175,3825,3054.94,0.13671,,7397511.408,Shaly sandstone,1.715653554,4480.064746,33.38073079,1778.050938,5.219258974
Well_no_31,3175,3825,3055.44,0.14048,,,Sandstone,1.644957192,4440.730434,31.93164272,1728.10449,4.933109044
Well_no_31,3175,3825,3055.94,0.14754,138.2980898,7139650.849,Sandstone,,3721.760947,26.37968603,,5.484722021
Well_no_31,3175,3825,3056.44,0.14881,,7236141.23,Sandstone,2.389459484,3180.253402,19.29261476,1746.086267,7.385601648
Well_no_31,3175,3825,3056.94,0.07241,5.56413159,7801822.559,,1.857544524,3993.110829,31.73564453,,
Well_no_31,3175,3825,3057.44,0.07254,,7898603.461,Shale,1.474390183,5573.058691,43.88237121,,4.35539924
Well_no_31,3175,3825,3057.94,0.07183,,7634412.379,Shale,1.430566522,,40.19726781,1755.329517,3.965308136
Well_no_32,2125,7825,3053.29,0.16072,,7145662.649,,1.975224588,3443.402645,,1552.366571,7.210127475
Well_no_32,2125,7825,3053.79,0.15991,221.1658637,7274333.407,Sandstone,1.882523122,3325.910486,29.31555398,,3.768339001
Well_no_32,2125,7825,3054.29,0.15877,,6976577.744,Sandstone,1.718967953,4157.136419,25.66382688,1634.462693,4.253331381
Well_no_32,2125,7825,3054.79,0.16502,,6883354.266,Sandstone,2.103011039,2757.581901,21.93012552,,6.973286969
Well_no_32,2125,7825,3055.29,0.16441,182.4171294,6934519.124,,1.585658329,4583.451809,31.41123999,,4.840669634
Well_no_32,2125,7825,3055.79,0.15631,,7333321.678,Sandstone,,3119.19015,21.37463717,1687.414466,5.519567947
Well_no_32,2125,7825,3056.29,0.0451,26.06751744,7794555.241,Shale,1.517400794,5033.847378,39.08096463,1838.146613,6.520210192
Well_no_32,2125,7825,3056.79,,68.91696792,7563588.384,Shaly sandstone,1.813388263,4278.583103,30.56134975,1794.108244,6.128430231
Well_no_32,2125,7825,3057.29,0.09676,,7749982.7,Shaly sandstone,,3116.713879,29.26846884,,6.199174462
Well_no_32,2125,7825,3057.79,0.05022,,7959446.043,Shale,,3363.0568,31.62674427,1528.369441,5.401612946
Well_no_32,2125,7825,3058.29,0.04798,65.54677842,7664351.174,Shale,1.980382891,4500.816659,,1621.956669,4.290516054
Well_no_32,2125,7825,3058.79,0.08083,,7730712.346,Sandy shale,3.488221886,1661.828496,,1770.689763,11.5277895
Well_no_32,2125,7825,3059.29,0.05018,,,Shale,1.745343048,4678.519448,31.21163462,,5.59831778
Well_no_32,2125,7825,3059.79,0.05221,65.43310003,7620323.118,Shale,1.746361983,4072.053478,29.70198473,1776.085784,4.858135728
Well_no_32,2125,7825,3060.29,0.12137,,7435283.585,Shaly sandstone,2.273930957,3460.378622,25.62739928,1716.655941,
Well_no_32,2125,7825,3060.79,0.12779,,,Shaly sandstone,1.891126835,3864.92301,27.57269156,1777.460064,6.667644735
Well_no_32,2125,7825,3061.29,0.13252,,7349071.779,Shaly sandstone,2.219677899,3550.330206,25.8561019,1808.764408,5.860979723
Well_no_32,2125,7825,3061.79,0.1375,101.4916528,7156916.382,,2.025789318,4182.579788,26.44905645,1594.47624,6.75924546
Well_no_32,2125,7825,3062.29,0.13632,,7384328.33,Shaly sandstone,2.065130219,3357.766396,25.39086747,1739.466384,6.053146225
Well_no_32,2125,7825,3062.79,0.14242,,7382181.748,Shaly sandstone,2.162568023,3261.006932,24.83962501,,
Well_no_33,2975,5925,3047.87,0.13377,,7466699.214,Shaly sandstone,1.84613566,4095.412259,29.37856632,1673.349485,4.366160507
Well_no_33,2975,5925,3048.37,0.1314,,7341944.809,Shaly sandstone,1.870995729,4401.591342,29.61774866,1709.575926,5.309987469
Well_no_33,2975,5925,3048.87,,138.6373482,7120084.455,Sandstone,2.02394944,3758.469077,28.03641413,1645.46061,6.937090436
Well_no_33,2975,5925,3049.37,,,7234164.941,Sandstone,2.442643344,3440.152184,,,7.006640232
Well_no_33,2975,5925,3049.87,0.14267,,7050487.991,Sandstone,2.375160156,2680.247995,20.79215594,,6.84981306
Well_no_33,2975,5925,3050.37,0.141,,7425113.338,,1.741031931,4141.791547,31.89673085,1661.627648,5.396540762
Well_no_33,2975,5925,3050.87,0.14877,,7085551.791,Sandstone,2.352645744,3148.789778,23.30998223,1637.205539,5.720859779
Well_no_33,2975,5925,3051.37,0.15023,,7082259.715,Sandstone,1.939731249,3634.730207,26.51763921,1769.083968,5.432273623
Well_no_33,2975,5925,3051.87,0.05479,79.89912439,8059075.163,Shale,1.712485943,,,1707.71587,3.781562312
Well_no_33,2975,5925,3052.37,,,7847493.601,Shale,1.771188957,,33.84290145,1899.219872,
Well_no_33,2975,5925,3052.87,0.12501,,7035879.911,,1.60792603,4364.662436,,1700.745381,3.017731231
Well_no_33,2975,5925,3053.37,0.13365,,7530880.029,Shaly sandstone,2.338240888,3624.724525,26.16125101,,6.224331539
Well_no_33,2975,5925,3053.87,0.13293,,7540962.57,Shaly sandstone,2.020471406,3948.464173,28.67471221,1776.662427,6.095234619
Well_no_33,2975,5925,3054.37,0.13914,,7543271.012,Shaly sandstone,,4436.113723,29.28982878,1768.359456,5.563570095
Well_no_33,2975,5925,3054.87,0.13791,,7189776.103,Shaly sandstone,1.740283364,4278.918216,32.39792791,1578.238704,6.336408223
